ProductNumber,ProductArName,ProductEnName,BrandName,CounrtyEn,PackageVolume,UnitEn,manufactureenglishname,ListedNameEn
2016-0140124-009041,فايرفلاي انجري بيردس موث واش ,firefly Angry Birds mouthwash,firefly,United States,237,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2016-0140124-009042,سينرو هالو كيتي موث واش,saniro Hello Kitty Mouthwash,saniro,United States,237,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2016-0140124-009043,ديزني ستار  واير موث واش,disney Star Wars Mouthwash,disney ,United States,237,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2016-0140124-009047,نيكلودون اسبونج بوب موث واش ,nickelodeon Sponge Bob Mouthwash,nickelodeon,United States,237,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2018-0140124-106756,هيربا بيور غسول الفم برودة النعنع,HERBA PURE MOUTH WASH Cool Mint,HERBA PURE,Egypt,250,Milliliter (ml),panax pharma company,Company manafez for import and export
2019-0140114-157943,أرومير معجون أسنان بالاعشاب,Auromere Ayurvedic Herbal Toothpaste,Abaze,India,75,Milliliter (ml),Dabur India Ltd,abazeer trading establishment
2019-04-009335,طقم الأسنان,DENTAL KIT,CLADO,China,10,Gram (g),Yangzhou Safepure Daily Chemical Cleaning Products,Al Taef Establishment for Trading
2019-04-009335,طقم الأسنان,DENTAL KIT,CLADO,China,6,Gram (g),Yangzhou Safepure Daily Chemical Cleaning Products,Al Taef Establishment for Trading
2017-0140114-088485,بيوميد بيوكومبلكس كومبليت كير ناتشورال توثبيست,Biomed Biocomplex Complete Care Natural Toothpaste,Biomed,Russia,100,Gram (g),ORGANIC PHARMACEUTICALS LLC,sayhan company united for distribution locally and
2017-0140114-088580,فندق انفينيتي طقم الأسنان,Infinity Hotel Dental Kit,Infinity Hotel,India,200,Gram (g),S.R. Herbal Care,sabs Limited
2017-0140114-088646,مستشفى جاما معجون أسنان,Gama Hospital ToothPaste,Gama Hospital,China,17,Gram (g),Galien ( Zhongshan) Chemical Industrial Co. Ltd,ANYAR INTERNATIONAL TRADING Est.
2016-0140114-009058, رمادا كونتيننتال فرشاة أسنان ومعجون,Ramada Continental Dental Kit,Ramada Continental ,China,5,Gram (g),"Yangzhou Kailai Hotel Amenities Co.,Ltd","Tazia Trading, Est."
2016-0140114-009080,جل الاسنان المتلالئ بالاوفيرا,forever bright aloe vera tooth gel,forever bright ,United States,130,Gram (g),Aloe Vera Of America,NAYEF AQIL AL ZAFERE EST
2016-0140114-009101,"وايت جلو , معجون أسنان , قهوه وشاي , جزيئات الشمع ","White  Glo,toothpaste,coffee & Tea,MICRO WAX",WHITE GLO,China,150,Gram (g),"Jiangsu Longliqi Bio Technology Co., Ltd.",raz pharma
2016-0140124-009151,سيملي ماوث واش ويذ مينثول فلافور,Seemly Mourh Wash With Menthol Flavor,Seemly,Egypt,250,Milliliter (ml),Egyptian Company For Cosmetic,Sultan Ahmed Abdulkadir Eid General Contracting Es
2016-0140114-009249,اوبتيما الودنت للثة والاسنان الحساسة,optima anti-cavity Sensitive Aloe Vera Toothpaste,AloeDent,Italy,100,Milliliter (ml),Optima Consumer Health Ltd,AL-DAWAA Medical Services Co.Ltd
2016-0140114-009321,( اوري-جم جل للاسنان),Ore-Gum teeth gel,(Ore-Gum ),United States,20,Gram (g),Ambix LABORATORIES,"Shabakat Alaamal Store Co, Ltd."
2016-0140114-009327,"واييت جلو ,معجون أسنان,سموكير فورمولا","white Glo,toothpaste,SMOKERS FORMULA",White Glo,China,150,Gram (g),"Jiangsu Longliqi Bio Technology Co., Ltd.",raz pharma
2016-0140114-009354,سينيور هالو كيتي ترافل كيت توس بيست+ توس براش و,sanrio Hello Kitty Travel Kit (Toothpaste&Toothbru,sanrio,China,28,Gram (g),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2016-0140114-009356,نيكوليدوين اسبونج بوب استربيد فلوريد توس بيست ,nickelodeon Spongebob Striped fluoride toothpaste ,nickelodeon,China,75,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2019-014015401541-155076,إزي فريش غسول الفم مع النعناع المثلج 250 مل		,Ez Fresh Mouth Wash with Ice Mint 250 ml,Avalon Pharma,Saudi Arabia,250,Milliliter (ml),Middle East Pharmaceutical Industries Co. Ltd.,Middle East Pharmaceutical Industries Co. Ltd.
2019-0140124-162048,هاي-سينس غسول الفم,Hy-Sense Mouth Wash ,Hy-Sense,Saudi Arabia,300,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2019-0140124Code5-164358,اورادنت بخاخ معطر بنكهة النعناع البارد ,oradent fresh spray icy mint,oradent spray icy mint,Saudi Arabia,20,Milliliter (ml),Gulf Care Factory for Health Care & Cosmetics,Gulf Care Factory for Health Care & Cosmetics
2019-0140124Code4-167878,اى بى اف_ بخاخ فروست المنعش للفم بنكهة النعناع,APF_FROST SPRAYER FOR FRESH BREATH MINT FLAVOR ,FROST,Saudi Arabia,20,Milliliter (ml),Advanced pharmaceuticals for Medicine Factory ,Mais Saudi Medical Products Ltd Company
2015-0140124Code4-000034,فريش مي بخاخ معطر الفم بالنعناع,fresh me Spray mouth freshener with mint ,Fresh Me,Saudi Arabia,25,Milliliter (ml),sun care pharma,Bahr el dawa establishment
2015-0140114-000073,معجون اسنان فرش مى بالفراوله,fresh me tooth paste strawberry,Fresh Me Tooth Paste,Saudi Arabia,50,Gram (g),sun care pharma,Bahr el dawa establishment
2015-0140114-001897,سيجنال معجون اسنان المتكامل 8 الأصلي,signal toothpaste complete 8 original,Signal,Saudi Arabia,50,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2016-0140114-033654,معجون أسنان كولجيت-نكهة عادية رائعة,Colgate Great Regular Flavour Toothpaste,Colgate,Saudi Arabia,175,Milliliter (ml),Colgate Palmolive Arabia LTD,Colgate Palmolive Arabia
2016-0140114-033654,معجون أسنان كولجيت-نكهة عادية رائعة,Colgate Great Regular Flavour Toothpaste,Colgate,Saudi Arabia,125,Milliliter (ml),Colgate Palmolive Arabia LTD,Colgate Palmolive Arabia
2016-0140114-033654,معجون أسنان كولجيت-نكهة عادية رائعة,Colgate Great Regular Flavour Toothpaste,Colgate,Saudi Arabia,50,Milliliter (ml),Colgate Palmolive Arabia LTD,Colgate Palmolive Arabia
2016-014015401541-034783,كول جل منعش للفم,Cool Gel refreshing Gel,Cool Gel,Saudi Arabia,30,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-0140114-036102,معجون أسنان سواك – إف + فرشاة أسنان,Siwak-F Toothpaste with siwak  +Toothbrush      ,Siwak.f,Saudi Arabia,190,Gram (g),Said Salim Bawazir For Toothpaste & Sweetener Fact,Said Salim Bawazir For Toothpaste & Sweetener Fact
2016-0140114-036102,معجون أسنان سواك – إف + فرشاة أسنان,Siwak-F Toothpaste with siwak  +Toothbrush      ,Siwak.f,Saudi Arabia,120,Gram (g),Said Salim Bawazir For Toothpaste & Sweetener Fact,Said Salim Bawazir For Toothpaste & Sweetener Fact
2016-0140114-036105,معجون أسنان سواك – إف باكت للأطفال  عرض ترويجي 2 ×,Siwak-F Toothpaste orange Junior Promo 2 x 50 gram,Siwak.f,Saudi Arabia,50,Gram (g),Said Salim Bawazir For Toothpaste & Sweetener Fact,Said Salim Bawazir For Toothpaste & Sweetener Fact
2016-0140124-037344,كون-فريش غسول للفم,Con-fresh mouth wash,Con-fresh,Saudi Arabia,300,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-0140114-039525,معجون أسنان كولجيت ثقة الانتعاش الأحمر القوي,Colgate Toothpaste FRESH CONFIDENCE Xtreme Red Gel,Colgate,Kingdom of Saudi Arabia,125,Milliliter (ml),Colgate Palmolive Arabia LTD,Colgate Palmolive Arabia
2016-0140114-044041,العسل البري مانوكا معجون أسنان,Al-Asal Al-Barri Manuka Toothpaste,Al-Asal Al-Barri,Saudi Arabia,75,Gram (g),hotel supplies factory,hotel and catering supplies and commercial service
2016-0140114-044041,العسل البري مانوكا معجون أسنان,Al-Asal Al-Barri Manuka Toothpaste,Al-Asal Al-Barri,Saudi Arabia,50,Gram (g),hotel supplies factory,hotel and catering supplies and commercial service
2016-0140114-044041,العسل البري مانوكا معجون أسنان,Al-Asal Al-Barri Manuka Toothpaste,Al-Asal Al-Barri,Saudi Arabia,15,Gram (g),hotel supplies factory,hotel and catering supplies and commercial service
2016-0140114-045020,ايفا - جل تسنين,Eva - teething gel,Eva -  gel,Saudi Arabia,30,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2016-0140124-049607,رومـــاثول غسول المضمضة بنكهة النعناع,Rheumathol Mouthwash mint flavor,Rheumathol,Saudi Arabia,250,Milliliter (ml),Health and Beauty for cosmetic products,Health and Beauty Factorty for cosmetic Products
2016-0140124-049610,رومــــاثول غسول المضمضة بنكهة الفراولة والنعناع,Rheumathol Mouthwash strawberry and mint flavor,Rheumathol,Saudi Arabia,250,Milliliter (ml),Health and Beauty for cosmetic products,Health and Beauty Factorty for cosmetic Products
2017-0140114-051964,سيجنال مركز الانتعاش,SIGNAL Toothpaste CENTER FRESH,Signal,Saudi Arabia,120,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2017-0140124Code5-055433,دونا أورا جل معطر للفم,DONNA ORA mouth refreshing gel,DONNA ORA ,Saudi Arabia,20,Gram (g),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2017-014015401541-056407,يونيكير جل للفم ,unicare oral gel,oral gel,Saudi Arabia,30,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2017-0140124-056420,ماكرو اورجل - جل,Macro orgel - gel,Macro orgel ,Saudi Arabia,30,Gram (g),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-057772,دينتو كير - غسول فم,Dento Care - mouth wash,Dento Care ,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-059381,أورو  فرش كير- مضمضة للثة الحساسة,Oro FreshCare- Gum Conditioner Mouthwash,Oro FreshCare,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-060053,أورو فرش كير - مضمضة مضادة للنخر,Oro FreshCare- Anti Cavity Mouthwash,Oro FreshCare,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-060436,نيول فيل - بخاخ الفم,Null feel - Mouth spray,Null feel ,Saudi Arabia,15,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2018-0140114-124673,"وايت جلو , معجون أسنان , قهوه وشاي  ","Withe Glo, toothpaste, coffee& Tea",white Glo,China,24,Gram (g),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2018-0140114-106976,سنسوداين معجون اسنان ترو وايت نعناع ,Sensodyne toothpaste True White Mint,Sensodyne,United Arab Emirates,75,Milliliter (ml),Gulf Center Cosmetics Manufacturing L.L.C.,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2016-0140114-040894,طقم الأسنان,supply solutions dental kit,supply solutions,China,6,Gram (g),yangzhou safepure daily chemical cleaning products,HOLOL ALTAZWEED Trd. Est.
2016-0140124-040938,لفوريس غسول الفم,Luvorise Mouth Wash,Luvorise,Egypt,120,Milliliter (ml),Hi Care Pharmaceuticals and Cosmetics,Khayria Basher Al-Madani Establishment
2016-0140114-040995,معجون الأسنان الطبيعي فيرادنت للثةوالأسنان الحساسة,Veradent Sensitive Natural toothpaste,Veradent,Italy,100,Milliliter (ml),Coop Industria-Socita'Cooperativa (CO.IND S.C.),Bonn Healthcare
2016-0140134Code6-041047,بيوكوتيرم معجون لتبييض الأسنان بالمياه المعدنية,  BUCCOTHERM BLANCHEUR & SOIN whitening ,BUCCOTHERM,France,75,Milliliter (ml),LABORATOIRE ODOST,Abraj Amas Est. for Construction
2017-0140124-088792,بيوفريش غسول الفم والاسنان P,BiOFRESH Mouthrinse P,BIOFRESH,United Arab Emirates,300,Milliliter (ml),soaps& chemicals ind. trd.co.-scitra,rayed abdullah al amro for trading
2016-0140124-009456,مارفل اسبيدرمان موث واش,marvel Spiderman Mouthwash,marvel ,United States,237,Milliliter (ml),"Dr. Fresh, LLC.",AL-DAWAA Medical Services Co.Ltd
2016-0140124-009673,إيموفلور مضمضة,EMOFLOUR MOUTHRINSE,EMOFLOUR,Switzerland,250,Milliliter (ml),Dr.Wild & Co. AG,Middle East Drug Store
2016-0140114-009679,"إيموفورم , للعناية باللثة أزرق",EMOFORM Gum Care,EMOFORM,Switzerland,85,Milliliter (ml),Dr.Wild & Co. AG,Middle East Drug Store
2016-0140124-009682,تيبودونت,TEBODONT,TEBODONT,Switzerland,400,Milliliter (ml),Dr.Wild & Co. AG,Middle East Drug Store
2016-0140114-009750,هيمالايا أعشاب، معجون أسنان،عشبي ضد الحساسية ,"Himalaya Herbals, Toothpaste, Sensi Relief",Himalaya Herbals,United Arab Emirates,100,Milliliter (ml),Soap and Chemicals Industrial & Trading Company ,Sara Group Holding
2019-0140114-158354,أرومير معجون أسنان بالاعشاب,Auromere Ayurvedic Herbal Toothpaste,Abazeer,India,75,Milliliter (ml),Dabur India Ltd,Abazeer Trading Company
2017-0140114-067058,ي وايت مبيض اسنان فوري للثه جميله وصحيه ,IWhite Gum Care Toothpaste,Sylphar NV,Belgium,75,Milliliter (ml),Sylphar nv,Netaq Al-geldia trading LLC
2019-02-017675,سنسوداين معجون اسنان متكامل  ,SENSODYNE TOOTHPASTE COMPLETE PROTECTION,SENSODYNE ,United Kingdom,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان انتعاش زايد  ,SENSODYNE TOOTHPASTE EXTRA FRESH,SENSODYNE ,United Arab Emirates,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان عناية متعددة + تبييض الاسنان,SENSODYNE TOOTHPASTE MUITI CARE+WHITENING,SENSODYNE ,Egypt,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان بالفلورايد  ,SENSODYNE TOOTHPASTE SENSITIVITY PROTECTION,SENSODYNE ,Egypt,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان مفعول سريع  ,SENSODYNE TOOTHPASTE RAPID ACTION,SENSODYNE ,United Kingdom,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان ترميم,SENSODYNE TOOTHPASTE REPAIR&PROTECT,SENSODYNE ,United Kingdom,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-02-017675,سنسوداين معجون اسنان عادي,SENSODYNE TOOTHPASTE ORIGINAL,SENSODYNE ,Egypt,75,Milliliter (ml),Colgate Palmolive  ,alebdaa alkhas
2019-0140134Code6-158393,بيو وايتن برو اوفيس لتبييض الأسنان,BioWhiten ProOffice In-Office Whitening,BioWhiten,Turkey,15,Milliliter (ml),Elit Pharma for Cosmetics and Pharmaceuticals,Al Namat Medical Establishment
2019-014015401541-158449,يونغ ليبس ملمع شفاه شفاف,YOUNG LIPS PLUMPER lipstick,YOUNG LIPS PLUMPER,United States,2,Milliliter (ml),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2018-0140114-124890,"وايت جلو , معجون اسنان ,بروفيشنال شويس","White Glo,Toothpaste, professional choice",Whit Glo,China,24,Gram (g),"Jiangsu Longliqi Bio-Technology Co., Ltd.",Innova HC
2018-0140114-124895,روتانا مجموعة الأسنان,Rotana Dental Kit,Rotana Dental Kit,China,6,Gram (g),Ming Fai Enterprise International company limited,Rasheed abdulaziz alrasheed printing press
2018-0140114-124912,وردة زرقاء طقم الأسنان,BLUE ROSE DENTAL KIT,BLUE ROSE,China,6,Gram (g),YANGZHOU LUCKY TOURIST PRODUCTS FACTORY,Blue Rose Trading Est.
2018-0140114-124912,وردة زرقاء طقم الأسنان,BLUE ROSE DENTAL KIT,BLUE ROSE,China,10,Gram (g),YANGZHOU LUCKY TOURIST PRODUCTS FACTORY,Blue Rose Trading Est.
2016-0140114-009907,"وايت جلو , معجون اسنان ,بروفيشنال شويس","White Glo,Toothpastem professional choice",White Glo,China,150,Gram (g),"Jiangsu Longliqi Bio Technology Co., Ltd.",raz pharma
2018-0140114-124912,وردة زرقاء طقم الأسنان,BLUE ROSE DENTAL KIT,BLUE ROSE,China,25,Gram (g),YANGZHOU LUCKY TOURIST PRODUCTS FACTORY,Blue Rose Trading Est.
2018-0140114-107118,لوازم العناية بالأسنان,Crabtree & Evelyn dental kit ,Crabtree & Evelyn,Egypt,10,Gram (g),Sysco Guest Supply Europe Ltd.,Rolaco Hospitality Supplies
2017-0140124Code4-063901,"ريباس مينتوس, معطر للفم, بالقرفة","RIBAS MINTOS, BREATH SPRAY, CINNAMON",RIBAS MINTOS,Saudi Arabia,20,Milliliter (ml),KAI FACTORY FOR CHEMICALS AND COSMETICS,KAI for chemicals and cosmetics
2017-0140124-068350,اورو فريش كير - بخاخ للفم - الايكتلوبتس,Oro Fresh Care- Mouth Freshener Eucalyptus ,Oro FreshCare,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-084011,منتوبلاس غسول فم بالنعناع,MentoPlus Peppermint Mouthwash,alkhuraiji,Saudi Arabia,250,Milliliter (ml),Mohammad Alkhuraiji Factory for Perfumes and Cosm,Mohammad Ibrahim Trading Establishment
2017-0140124-084063,منتوبلاس غسول فم بالقرنفل,Mentoplus Mouthwash Clove,alkhuraiji,Saudi Arabia,250,Milliliter (ml),Mohammad Alkhuraiji Factory for Perfumes and Cosm,Mohammad Ibrahim Trading Establishment
2018-014015401541-094389,دينتورست جل العناية بالفم بنكهة الفراولة,DENTOREST ORAL GEL WITH STRAWBERRY FLAVOR,DENTOREST,Saudi Arabia,20,Gram (g),Health and Beauty for cosmetic products,Health and Beauty Factorty for cosmetic Products
2015-0140124Code4-000025,فريش مي بخاخ معطر الفم بالشيكولاته,fresh me Spray mouth freshener with choccolate,Fresh Me,Saudi Arabia,25,Milliliter (ml),sun care pharma,Bahr el dawa establishment
2015-0140124Code4-000028,فريش مي بخاخ معطر الفم بالليمون, fresh me Spray mouth freshener withlemon,Fresh Me,Saudi Arabia,25,Milliliter (ml),sun care pharma,Bahr el dawa establishment
2015-0140114-001857,سيجنال معجون اسنان المتكامل 8 خواص المبيض,signal toothpaste complete 8 White,Signal,Saudi Arabia,120,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2015-0140114-001893,كلوس اب معجون اسنان ديب اكشن انتعاش النعناع,close up toothpaste deep action menthol fresh,close up,Saudi Arabia,50,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2015-0140124-006284,غسول ماندي - تركيبة طبيعية للعناية بالفم, Mandy Wash - Recommended Formula for Mouth Care,Mandy,Saudi Arabia,300,Milliliter (ml),Mohammed Salim Alkahwaji factory for Cosmetics,MOHAMMAD SALIM ALKAHWAJI FACTORY FORCOSMETICS &SHA
2016-0140124-011175,فيرست كير غسول فم ,first care - mouth wash,first care,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2016-0140114-012092,لك لي معجون أسنان,lackey lee toothpaste,Lackey Lee,Saudi Arabia,5,Gram (g),hotel supplies factory,hotel and catering supplies and commercial service
2016-0140124-025958,أورا نيو غسول فم ,ora new mouth wash,ora new,Saudi Arabia,240,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-0140124-030521,اورافليكس غسول للفم,ORAFLEX mouth wash,ORAFLEX mouth wash,Kingdom of Saudi Arabia,300,Milliliter (ml),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2016-0140124-032243,كورسوديل بلص - غسول فم,CORSODYLE PLUS - Mouth Wash,CORSODYLE PLUS,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2016-0140124-034947,دنتال كير غسول للفم,Dental care mouth wash,Dental care,Saudi Arabia,240,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-014015401541-035281,اورالجين جل للعناية بالفم والانتعاش,oralgin gel for oral care and refreshing ,oralgin ,Saudi Arabia,30,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-0140124-035836,أكوامينت غسول الفم ,Aquament Mouthwash ,Aquament,Saudi Arabia,300,Milliliter (ml),Health and Beauty for cosmetic products,Health and Beauty Factorty for cosmetic Products
2016-0140114-036096, معجون أسنان سواك – إف شنطة للأطفال بنكهة الفواكه ,Siwak-F Toothpaste Junior Bag Tutty Fruity 50 gram,سواك – إف,Saudi Arabia,50,Gram (g),Said Salim Bawazir For Toothpaste & Sweetener Fact,Said Salim Bawazir For Toothpaste & Sweetener Fact
2016-0140114-036099,معجون أسنان سواك – إف شنطة للأطفال بنكهة البرتقال ,Siwak-F Toothpaste Junior Bag Orange 50 gram ,siwak.f,Saudi Arabia,50,Gram (g),Said Salim Bawazir For Toothpaste & Sweetener Fact,Said Salim Bawazir For Toothpaste & Sweetener Fact
2016-0140114-038348,معجون أسنان كولجيت بالملح الفعال,Colgate Toothpaste Active Salt,Colgate,Kingdom of Saudi Arabia,100,Milliliter (ml),Colgate Palmolive Arabia LTD,Colgate Palmolive Arabia
2016-0140124-041437,دنتال بليكس غسول للفم,DENTAL PLEX mouth wash,DENTAL PLEX,Kingdom of Saudi Arabia,300,Milliliter (ml),ARAB CHEMISTS CO FOR COSMETICS AND MEDICAL INDUSTR,Abhaa cosmetic manufacture   ACM
2016-0140124-045063,بنتادنت غسول للفم,Pentadent mouth wash,Pentadent,Saudi Arabia,300,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2016-0140124-046870,بريث أب - غسول فم,Breath Up - Mouth wash,Breath Up,Saudi Arabia,300,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2016-0140114-049114,سمارت بيبى - جل,Smart Baby Teething gel,Smart Baby,Saudi Arabia,30,Milliliter (ml),Sehr Alreef cosmetics factory,Alasriyah Academic Schools
2017-0140124-052896,أوركلين غسول للفم,Oraclean Mouth Wash,Oraclean,Saudi Arabia,300,Milliliter (ml),UNICARE FOR COSMETICS & Antiseptics ,unicare for cosmetics & antisepticsa
2017-0140114-053127,سيجنال مكافح التسوس ,SIGNAL CAVITY FIGHTER,Signal,Saudi Arabia,120,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2017-0140114-053127,سيجنال مكافح التسوس ,SIGNAL CAVITY FIGHTER,Signal,Saudi Arabia,50,Milliliter (ml),Binzagr Unilever Ltd.,Binzager Unilever LTD
2017-0140114-067257,معجون الأسنان كولجيت اوبتيك وايت (بياض ناصع),"Colgate Toothpaste Optic White Sparkling White, 75",Colgate,China,75,Milliliter (ml),Colgate Palmolive (China) Company Limited,General Trading Company
2016-0140114-041408,بيوكوتيرم معجون أسنان بالمياه المعدنية,BUCCOTHERM TOOTH PAST WITH THERMAL SPRING WATER,BUCCOTHERM,France,75,Milliliter (ml),LABORATOIRE ODOST,Abraj Amas Est. for Construction
2016-0140114-010159,فلورودين للأسنان الحساسة مع مبيض ,fluorodine sensitive plus whitening tooth paste,fluorodine,United Kingdom,100,Milliliter (ml),Multibrands International Ltd,Innova HC
2016-0140124-010216,غسول الفم كولجيت بلاكس عناية كاملة,Colgate Plax SOIN COMPLET (Complete Care),Colgate,Thailand,500,Milliliter (ml),COLGATE-PALMOLIVE (THAILAND) LIMITED,General Trading Company
2016-014015401541-010276,جي 32 جل,G-32 gel,G32 Gel,United States,20,Gram (g),Ambix Laboratories,International Business Networks company
2016-0140114-010314,معجون أسنان ,ZER0% TOOTHPASTE ADULT TOOTHPASTE made in China,ZER0%,China,8,Milliliter (ml),Spanish Kits Company,ِAutomated bakery of Abdulmohsen Mohammed Allaboun
2016-04-000246,"وايت جلو , معجون أسنان , نايت جل","white Glo,toothpaste,NIGHT GEL",WHITE GLO,China,85,Milliliter (ml),"Jiangsu Longliqi Bio Technology Co., Ltd.",raz pharma
2016-04-000246,"وايت جلو , معجون أسنان , والنهار ","white Glo,toothpaste,&day",white glo,China,65,Milliliter (ml),"Jiangsu Longliqi Bio Technology Co., Ltd.",raz pharma
2016-0140134Code6-010320,اوراكير توث ويتينج ليكود جل,oracare tooth whiting liquid gel,oracare,Egypt,60,Gram (g),cosmopack for phrmaceutical packaging and cosmetic,torki salem quraini trading est
2016-0140114-010327,اوراكير توث باست فور سينستيف جم,oracare toothpaste for sensitive gum,oracare,Egypt,100,Gram (g),cosmopack for phrmaceutical packaging and cosmetic,torki salem quraini trading est
2016-0140114-010372,كرست بياض 3د ديلوكس أبيض ساحر,CREST Whitening toothpaste 3D WHITE DELUXE ,CREST,Germany,75,Milliliter (ml),Procter & Gamble Manufacturing GmbH,Ahmad Mohammad Abdul Wahab Naghi & Sons. Alnaghi
2019-0140114-158539,استيرا جل للثه,GUM GEL ASTERA PARODONT STOP,Astera,Bulgaria,20,Milliliter (ml),AROMA AD,Hadaiq Alsabar commercial establishment
2019-0140114-158621,طقم الأسنان VIP,VIP Dental Kit,VIP Dental Kit,China,6,Gram (g),Yangzhou Olande Cosmetics Co. Ltd,Rasheed abdulaziz alrasheed printing press
2019-0140124Code4-158708,توثي ماوث كير اسبراي,Toothy Mouth Care Spray,Toothy,Egypt,60,Milliliter (ml),EGYPTIAN COMPANY FOR COSMETICS ,HAMYAT ALNUKHBA FOR TRADING ESTABLISHMENT
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
2019-02-017690,مود ماتشر احمر شفاه,Moodmatcher Lipstick ,Moodmatcher Lipstick ,United States,4,Gram (g),Beauty Solutions Ltd.,LIFE GATE MEDICAL EST.
